Name,Country_ID,Country,Gaul_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Administrative unit not available,SDN,Sudan,124,0.1211,0.1235,0.1173,0.1071,0.0982,0.1,0.0674,0.0578,0.0488,0.0444,0.0443,0.0438,0.0512,0.0585,0.0604,0.0579
Bengo,AGO,Angola,398,0.3585,0.3739,0.3829,0.3513,0.3372,0.32,0.2793,0.2367,0.1686,0.1303,0.1244,0.1387,0.1471,0.1661,0.1632,0.1379
Benguela,AGO,Angola,399,0.2503,0.2613,0.2694,0.2412,0.2306,0.2201,0.1942,0.156,0.099,0.066,0.0607,0.0659,0.0725,0.0899,0.0873,0.0735
Bie,AGO,Angola,400,0.2943,0.3042,0.3168,0.3267,0.3431,0.3441,0.3066,0.2187,0.1277,0.0803,0.069,0.0723,0.085,0.1124,0.1093,0.0917
Cabinda,AGO,Angola,401,0.3922,0.3831,0.3659,0.2984,0.2507,0.2146,0.1885,0.1629,0.1323,0.1237,0.142,0.1729,0.2038,0.2264,0.219,0.1867
Cuando Cubango,AGO,Angola,402,0.2413,0.2498,0.2545,0.2352,0.2414,0.2307,0.2085,0.1473,0.0892,0.0591,0.0547,0.062,0.0724,0.0876,0.0866,0.0759
Cuanza Sul,AGO,Angola,403,0.4134,0.4344,0.4583,0.4765,0.506,0.5267,0.493,0.4104,0.2662,0.1718,0.1465,0.1505,0.1631,0.2012,0.1948,0.1637
Cunene,AGO,Angola,404,0.1919,0.1966,0.2115,0.225,0.2562,0.2777,0.2648,0.1944,0.1219,0.0792,0.0661,0.0676,0.0663,0.0706,0.0704,0.0617
Huambo,AGO,Angola,405,0.3868,0.3943,0.393,0.3778,0.3588,0.3171,0.2521,0.1546,0.0688,0.036,0.0295,0.0342,0.0524,0.0948,0.0915,0.0761
Huila,AGO,Angola,406,0.3002,0.3137,0.3211,0.3072,0.2945,0.278,0.2492,0.1992,0.136,0.1058,0.1043,0.1139,0.1224,0.1402,0.1367,0.1167
Kuanza Norte,AGO,Angola,407,0.4157,0.4328,0.4511,0.4544,0.4655,0.4743,0.4415,0.3871,0.2826,0.2154,0.2015,0.2186,0.2331,0.2573,0.2482,0.2106
Luanda,AGO,Angola,408,0.079,0.0839,0.0855,0.0536,0.0425,0.0353,0.0313,0.0282,0.0239,0.0222,0.0244,0.0277,0.0315,0.0392,0.0388,0.0339
Lunda Norte,AGO,Angola,409,0.3882,0.3898,0.3999,0.3891,0.3981,0.4054,0.3805,0.3163,0.2122,0.1482,0.1327,0.134,0.1423,0.1628,0.1628,0.1366
Lunda Sul,AGO,Angola,410,0.2001,0.2041,0.2124,0.1833,0.1871,0.1927,0.1883,0.1607,0.1125,0.0857,0.0836,0.0904,0.1042,0.1206,0.1206,0.105
Malanje,AGO,Angola,411,0.3971,0.408,0.4344,0.4529,0.4917,0.5222,0.5112,0.4464,0.3208,0.2278,0.2025,0.2033,0.2075,0.228,0.22,0.1872
Moxico,AGO,Angola,412,0.2146,0.22,0.2254,0.1876,0.1831,0.178,0.1701,0.1394,0.0981,0.0784,0.0823,0.0979,0.1182,0.1367,0.1406,0.1205
Namibe,AGO,Angola,413,0.1206,0.1246,0.1254,0.0897,0.0769,0.0713,0.0658,0.0594,0.0484,0.0434,0.0479,0.0535,0.0538,0.0574,0.057,0.0504
Uige,AGO,Angola,414,0.482,0.4799,0.4774,0.4529,0.4255,0.39,0.3309,0.2554,0.159,0.1103,0.0986,0.1129,0.1348,0.1735,0.1672,0.136
Zaire,AGO,Angola,415,0.453,0.4495,0.4513,0.4369,0.4388,0.4459,0.4389,0.4164,0.3555,0.3103,0.2886,0.2737,0.2217,0.1933,0.1857,0.1538
Alibori,BEN,Benin,609,0.3715,0.362,0.3608,0.3652,0.3692,0.359,0.3782,0.4064,0.4401,0.4744,0.4993,0.4841,0.4789,0.4052,0.3802,0.4042
Atakora,BEN,Benin,610,0.4535,0.4485,0.4648,0.4862,0.5171,0.5293,0.5552,0.5948,0.6214,0.644,0.6304,0.5683,0.4814,0.3538,0.3246,0.3442
Atlantique,BEN,Benin,611,0.2684,0.2573,0.259,0.2754,0.3073,0.3134,0.3114,0.2774,0.237,0.1936,0.1747,0.1707,0.1846,0.1954,0.1798,0.1904
Borgou,BEN,Benin,612,0.4752,0.4609,0.4632,0.4629,0.4736,0.4719,0.477,0.4743,0.4513,0.4288,0.4132,0.3766,0.3576,0.3287,0.3048,0.3242
Collines,BEN,Benin,613,0.5295,0.5167,0.5202,0.5383,0.5716,0.5797,0.5635,0.5186,0.4373,0.3579,0.3069,0.2679,0.2593,0.2675,0.2403,0.2555
Couffo,BEN,Benin,614,0.4275,0.4098,0.4163,0.4548,0.5272,0.566,0.5708,0.5114,0.414,0.3163,0.2744,0.2675,0.3071,0.3427,0.321,0.3334
Donga,BEN,Benin,615,0.4916,0.4738,0.4755,0.4899,0.5156,0.535,0.548,0.5645,0.5549,0.5417,0.5265,0.4862,0.4628,0.4055,0.3736,0.3918
Littoral,BEN,Benin,616,0.1105,0.1047,0.1099,0.1218,0.1438,0.1407,0.1458,0.132,0.1076,0.0856,0.0741,0.0699,0.0706,0.0743,0.0704,0.0753
Mono,BEN,Benin,617,0.3593,0.3358,0.3319,0.3539,0.4048,0.4243,0.4222,0.3755,0.3037,0.2374,0.2093,0.2037,0.2308,0.264,0.2406,0.2557
Oueme,BEN,Benin,618,0.1741,0.1702,0.1784,0.1989,0.2337,0.2269,0.2339,0.2138,0.1824,0.1465,0.1286,0.1206,0.1226,0.1238,0.1163,0.1233
Plateau,BEN,Benin,619,0.3401,0.3347,0.3412,0.3616,0.3999,0.3951,0.3963,0.3655,0.3277,0.2772,0.2455,0.2199,0.207,0.1992,0.1856,0.1959
Zou,BEN,Benin,620,0.4164,0.4095,0.4167,0.4425,0.4893,0.5036,0.5009,0.4502,0.3768,0.3076,0.27,0.2494,0.2641,0.277,0.2541,0.2698
Central,BWA,Botswana,654,0.0113,0.0097,0.0083,0.0084,0.0101,0.0101,0.012,0.0117,0.0116,0.0119,0.0102,0.0095,0.0085,0.0091,0.0096,0.0093
Chobe,BWA,Botswana,655,0.0252,0.0216,0.0169,0.0173,0.0211,0.0192,0.0232,0.0214,0.023,0.0241,0.022,0.0207,0.0218,0.0219,0.0229,0.0227
Ghanzi,BWA,Botswana,656,0.0315,0.0273,0.0239,0.0234,0.0246,0.0229,0.0275,0.0244,0.0254,0.0237,0.0233,0.0208,0.0183,0.0167,0.0186,0.018
Kgalagadi,BWA,Botswana,657,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003,0.0003
Kgatleng,BWA,Botswana,658,0.0016,0.0015,0.0014,0.0013,0.0014,0.0013,0.0018,0.0013,0.0012,0.001,0.0008,0.0006,0.0004,0.0004,0.0005,0.0004
Kweneng,BWA,Botswana,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngamiland,BWA,Botswana,660,0.0423,0.0359,0.0297,0.0279,0.0294,0.0257,0.0285,0.0229,0.0204,0.018,0.0164,0.0157,0.0155,0.0172,0.0178,0.0177
North East,BWA,Botswana,661,0.0034,0.0029,0.0025,0.0028,0.0037,0.0041,0.0052,0.0054,0.0054,0.0059,0.005,0.0044,0.0037,0.0042,0.0044,0.0043
South-East,BWA,Botswana,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern,BWA,Botswana,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abim,UGA,Uganda,743,0.5137,0.5356,0.5197,0.49,0.4355,0.3833,0.3555,0.3308,0.3566,0.4058,0.3622,0.2853,0.2134,0.157,0.1758,0.1587
Amudat,UGA,Uganda,744,0.4683,0.5082,0.5065,0.4838,0.4167,0.3384,0.267,0.1923,0.149,0.1305,0.1083,0.0987,0.1248,0.1431,0.1469,0.1481
Amuru,UGA,Uganda,745,0.7005,0.7061,0.6977,0.6816,0.6463,0.6129,0.5899,0.5663,0.5835,0.5984,0.5347,0.4383,0.3391,0.2574,0.2737,0.2434
Apac,UGA,Uganda,746,0.7433,0.7584,0.741,0.6937,0.5997,0.5142,0.4704,0.4682,0.5399,0.6222,0.5959,0.503,0.3796,0.2689,0.2769,0.2556
Budaka,UGA,Uganda,747,0.7774,0.8571,0.876,0.8548,0.7708,0.6522,0.5718,0.5226,0.5548,0.6062,0.5676,0.4808,0.3971,0.3062,0.32,0.3088
Bugiri,UGA,Uganda,748,0.6668,0.8017,0.8472,0.8403,0.778,0.6954,0.6512,0.6526,0.7147,0.7748,0.7224,0.5892,0.4,0.2421,0.254,0.2455
Buikwe,UGA,Uganda,749,0.2712,0.3296,0.3714,0.3871,0.3851,0.3885,0.3754,0.377,0.4325,0.4822,0.4081,0.2774,0.1503,0.0829,0.0943,0.0927
Bukomansimbi,UGA,Uganda,750,0.4172,0.4415,0.4435,0.415,0.3742,0.3406,0.3376,0.3686,0.4457,0.5324,0.5083,0.4045,0.2708,0.1696,0.188,0.1778
Bukwo,UGA,Uganda,751,0.3658,0.4394,0.4296,0.3915,0.2651,0.1719,0.1121,0.078,0.0628,0.0627,0.0635,0.0598,0.077,0.0886,0.1019,0.0965
Bulambuli,UGA,Uganda,752,0.6741,0.7609,0.7722,0.7363,0.6099,0.4636,0.3621,0.2856,0.2734,0.2971,0.2765,0.2362,0.2254,0.2093,0.2311,0.2101
Buliisa,UGA,Uganda,753,0.6952,0.6934,0.68,0.6611,0.6299,0.6041,0.576,0.5383,0.5206,0.5051,0.4224,0.3319,0.2544,0.1944,0.1992,0.1782
Bundibugyo,UGA,Uganda,754,0.4751,0.4834,0.4829,0.4707,0.452,0.4336,0.3961,0.329,0.2956,0.2802,0.2308,0.1916,0.1749,0.1551,0.1641,0.1564
Bushenyi,UGA,Uganda,755,0.451,0.4748,0.4835,0.4638,0.4422,0.4038,0.3498,0.2687,0.2096,0.1708,0.1281,0.1049,0.0955,0.09,0.0978,0.0927
Buyende,UGA,Uganda,756,0.6035,0.6692,0.6905,0.6742,0.6132,0.5528,0.5329,0.5333,0.6076,0.6732,0.6194,0.4962,0.3388,0.2146,0.2288,0.2155
Butambala,UGA,Uganda,757,0.3845,0.4208,0.4352,0.4127,0.3611,0.3197,0.2837,0.2646,0.2902,0.3332,0.3077,0.2549,0.2023,0.1535,0.1723,0.1649
Iganga,UGA,Uganda,758,0.5691,0.6981,0.7523,0.7557,0.7085,0.6582,0.6415,0.6543,0.7173,0.7761,0.7186,0.5687,0.3656,0.2098,0.2184,0.214
Kalungu,UGA,Uganda,759,0.4002,0.4251,0.4284,0.3992,0.3474,0.3172,0.2998,0.3086,0.3636,0.4323,0.4148,0.3283,0.2384,0.1592,0.1773,0.1685
Kamuli,UGA,Uganda,760,0.4949,0.5755,0.617,0.6237,0.5997,0.5745,0.5692,0.5832,0.6513,0.7053,0.6448,0.4949,0.3069,0.1775,0.1923,0.1842
Kapchorwa,UGA,Uganda,761,0.6182,0.7062,0.7082,0.6758,0.5416,0.4051,0.3118,0.2378,0.2211,0.2332,0.2148,0.1841,0.1794,0.1709,0.1863,0.171
Sheema,UGA,Uganda,762,0.4588,0.4832,0.492,0.4713,0.4435,0.403,0.347,0.2717,0.2143,0.1756,0.1316,0.1024,0.0903,0.0835,0.091,0.0854
Kitgum,UGA,Uganda,763,0.5826,0.5782,0.5527,0.5219,0.4677,0.4161,0.3888,0.3537,0.3575,0.3771,0.3329,0.2658,0.2178,0.1703,0.183,0.1689
Kole,UGA,Uganda,764,0.7222,0.7324,0.7135,0.6724,0.5957,0.5299,0.504,0.5075,0.5783,0.6571,0.6258,0.5215,0.3902,0.2755,0.2834,0.2631
Kotido,UGA,Uganda,765,0.3465,0.3674,0.3609,0.3425,0.3017,0.2654,0.2335,0.2021,0.204,0.2249,0.1991,0.1581,0.1289,0.1002,0.104,0.1074
Kween,UGA,Uganda,766,0.3554,0.4171,0.4125,0.3855,0.2786,0.1955,0.1397,0.1021,0.0875,0.0894,0.0849,0.0732,0.0812,0.0838,0.093,0.0881
Lamwo,UGA,Uganda,767,0.6096,0.6035,0.5795,0.5515,0.5005,0.4512,0.4193,0.3768,0.372,0.3799,0.3296,0.2684,0.2288,0.1889,0.2097,0.1855
Luuka,UGA,Uganda,768,0.5085,0.6163,0.6689,0.6782,0.6473,0.6149,0.6129,0.6316,0.6932,0.7528,0.6909,0.5324,0.3271,0.1822,0.1978,0.1885
Manafwa,UGA,Uganda,769,0.7481,0.8574,0.882,0.8538,0.7377,0.5567,0.4332,0.359,0.3681,0.4226,0.3979,0.3365,0.2936,0.2393,0.2605,0.2428
Masaka,UGA,Uganda,770,0.3882,0.406,0.4058,0.3778,0.3284,0.2964,0.2745,0.2846,0.3438,0.417,0.3891,0.2983,0.202,0.1308,0.1448,0.1394
Masindi,UGA,Uganda,771,0.6968,0.7033,0.6921,0.6618,0.6137,0.5676,0.5353,0.5034,0.5129,0.5287,0.469,0.3787,0.2902,0.2174,0.2232,0.2022
Moroto,UGA,Uganda,772,0.3101,0.338,0.338,0.3172,0.2656,0.2257,0.1888,0.1496,0.1375,0.1399,0.1188,0.0976,0.0969,0.091,0.0946,0.0976
Nakapiripirit,UGA,Uganda,773,0.4698,0.5118,0.5085,0.4791,0.4051,0.3313,0.2725,0.214,0.1866,0.1846,0.1601,0.1353,0.1389,0.1389,0.1457,0.1428
Namutumba,UGA,Uganda,774,0.6788,0.7903,0.8304,0.8249,0.7655,0.6938,0.657,0.6566,0.7195,0.7775,0.7246,0.598,0.4208,0.2661,0.2802,0.2679
Napak,UGA,Uganda,775,0.3889,0.4258,0.4198,0.3955,0.3355,0.2818,0.2401,0.205,0.2036,0.2183,0.191,0.1492,0.1292,0.11,0.1166,0.1148
Nebbi,UGA,Uganda,776,0.7167,0.7058,0.6942,0.674,0.6567,0.6308,0.5964,0.5373,0.4857,0.433,0.3394,0.2643,0.2134,0.182,0.1816,0.1652
Ngora,UGA,Uganda,777,0.6515,0.7231,0.7359,0.7007,0.6038,0.4996,0.4412,0.3899,0.4231,0.4747,0.434,0.3569,0.2848,0.2128,0.2221,0.2133
Buhweju,UGA,Uganda,778,0.3825,0.4042,0.4098,0.3852,0.3622,0.3308,0.2709,0.2083,0.1639,0.1387,0.1049,0.0826,0.0704,0.0641,0.0716,0.0679
Ntoroko,UGA,Uganda,779,0.4577,0.4677,0.4667,0.463,0.4405,0.422,0.385,0.3245,0.2968,0.2787,0.2325,0.194,0.1821,0.1573,0.1671,0.1583
Maracha,UGA,Uganda,780,0.754,0.7319,0.7128,0.688,0.6636,0.6457,0.6345,0.6151,0.602,0.5927,0.5064,0.39,0.2699,0.191,0.1986,0.1758
Otuke,UGA,Uganda,781,0.6119,0.6314,0.6122,0.5867,0.5164,0.4499,0.4238,0.4006,0.4445,0.5004,0.4568,0.3582,0.2635,0.1877,0.1971,0.184
Oyam,UGA,Uganda,782,0.7321,0.7413,0.7225,0.6897,0.6221,0.5655,0.537,0.5381,0.6014,0.6684,0.6296,0.5286,0.3971,0.2882,0.2953,0.2728
Pader,UGA,Uganda,783,0.664,0.6709,0.6523,0.6254,0.5693,0.5167,0.493,0.4667,0.4995,0.5408,0.4883,0.3917,0.2974,0.2191,0.2341,0.2114
Rubirizi,UGA,Uganda,784,0.4389,0.4591,0.4666,0.4611,0.4387,0.4182,0.3684,0.2946,0.243,0.2078,0.1584,0.1261,0.1116,0.0989,0.1107,0.102
Sironko,UGA,Uganda,785,0.7246,0.8126,0.8246,0.7886,0.6644,0.5006,0.3938,0.3159,0.3074,0.3393,0.3171,0.2787,0.2648,0.2407,0.261,0.2432
Soroti,UGA,Uganda,786,0.629,0.6846,0.6869,0.6485,0.5485,0.4408,0.3897,0.3546,0.3935,0.459,0.4298,0.3466,0.2666,0.1971,0.1997,0.1958
Zombo,UGA,Uganda,787,0.774,0.7628,0.7492,0.7462,0.7449,0.7363,0.7215,0.6681,0.6036,0.5355,0.4177,0.3121,0.2355,0.198,0.1933,0.1741
Bukedea,UGA,Uganda,788,0.7314,0.8074,0.8207,0.7909,0.6905,0.5612,0.4755,0.4023,0.4129,0.4473,0.4151,0.3519,0.3113,0.2537,0.2608,0.2553
Dokolo,UGA,Uganda,789,0.6691,0.6993,0.6856,0.6379,0.5336,0.4335,0.3869,0.376,0.4419,0.5224,0.4987,0.4058,0.3021,0.2127,0.226,0.2079
Agago,UGA,Uganda,790,0.5743,0.5837,0.5617,0.5361,0.4753,0.4194,0.3899,0.3594,0.3896,0.4289,0.3849,0.2987,0.2269,0.167,0.1795,0.166
Adamaoua,CMR,Cameroon,815,0.4339,0.4434,0.4564,0.4612,0.4644,0.4609,0.4262,0.3972,0.3452,0.3088,0.2905,0.2644,0.2569,0.2695,0.2585,0.2609
Centre,CMR,Cameroon,816,0.5875,0.5956,0.5878,0.5641,0.5249,0.471,0.4037,0.3403,0.2813,0.24,0.2251,0.2115,0.2182,0.2556,0.2432,0.2463
Est,CMR,Cameroon,817,0.5997,0.6023,0.5969,0.5862,0.5731,0.549,0.5119,0.4715,0.4289,0.3933,0.3792,0.3547,0.3395,0.3591,0.3405,0.3435
ExtrÃªme - Nord,CMR,Cameroon,818,0.1881,0.1958,0.2042,0.2097,0.2104,0.2158,0.1798,0.1786,0.178,0.1881,0.206,0.2053,0.2172,0.207,0.1985,0.2032
Littoral,CMR,Cameroon,819,0.4786,0.5121,0.536,0.5499,0.5518,0.5326,0.4772,0.4029,0.3087,0.2286,0.177,0.1351,0.1136,0.132,0.1264,0.1273
Nord,CMR,Cameroon,820,0.3364,0.352,0.3615,0.3599,0.3495,0.3284,0.2809,0.2524,0.2171,0.1986,0.1979,0.193,0.2169,0.2378,0.2339,0.2347
Nord - Ouest,CMR,Cameroon,821,0.3146,0.2997,0.3267,0.395,0.5214,0.6338,0.634,0.5917,0.4759,0.3372,0.2323,0.1559,0.1154,0.1189,0.1157,0.1162
Ouest,CMR,Cameroon,822,0.3024,0.3007,0.3252,0.367,0.4458,0.511,0.4956,0.4514,0.3673,0.2745,0.2051,0.1439,0.1069,0.1057,0.1017,0.102
Sud,CMR,Cameroon,823,0.6674,0.6692,0.6677,0.6568,0.6519,0.6247,0.5801,0.5203,0.4385,0.3684,0.333,0.2997,0.2899,0.3245,0.3115,0.3125
Sud - Ouest,CMR,Cameroon,824,0.489,0.5158,0.5394,0.5671,0.5953,0.6102,0.5863,0.546,0.4816,0.4105,0.344,0.2645,0.1949,0.189,0.1797,0.1825
Alebtong,UGA,Uganda,852,0.6487,0.6732,0.6606,0.6241,0.5468,0.4717,0.4362,0.4213,0.478,0.549,0.5101,0.413,0.3077,0.2181,0.2279,0.2137
Bamingui-bangora,CAF,Central African Republic,853,0.3353,0.3394,0.345,0.3481,0.3469,0.3537,0.3552,0.2971,0.2531,0.2398,0.2293,0.2078,0.2057,0.2054,0.2066,0.1832
Basse Kotto,CAF,Central African Republic,854,0.7006,0.6972,0.7047,0.7269,0.7507,0.773,0.7764,0.7514,0.7029,0.6469,0.5832,0.5274,0.5011,0.4857,0.4465,0.3993
Haut-mboumou,CAF,Central African Republic,855,0.5479,0.5468,0.5514,0.563,0.5719,0.5851,0.5868,0.5567,0.5117,0.4859,0.4663,0.4417,0.4412,0.442,0.4122,0.3826
Hautte-kotto,CAF,Central African Republic,856,0.4241,0.426,0.4278,0.4289,0.4242,0.4251,0.4276,0.381,0.3344,0.3211,0.3123,0.3068,0.3211,0.3281,0.309,0.2842
Kemo,CAF,Central African Republic,857,0.5964,0.5928,0.6017,0.6155,0.6366,0.6595,0.6625,0.6302,0.5742,0.5272,0.4826,0.4442,0.4247,0.4163,0.377,0.343
Lobaye,CAF,Central African Republic,858,0.6848,0.692,0.7054,0.7278,0.7528,0.7708,0.773,0.7426,0.6885,0.6298,0.5579,0.4773,0.4122,0.3771,0.3499,0.3141
Mambere-kadei,CAF,Central African Republic,859,0.461,0.4643,0.466,0.4695,0.4701,0.4716,0.466,0.409,0.3488,0.3205,0.2962,0.2747,0.2795,0.2911,0.2695,0.2489
Mbomou,CAF,Central African Republic,860,0.5793,0.5861,0.5967,0.6072,0.6185,0.6289,0.6296,0.5915,0.5381,0.5028,0.475,0.4625,0.4883,0.4965,0.4661,0.4259
Nana Grebizi,CAF,Central African Republic,861,0.4669,0.4786,0.4896,0.4947,0.4904,0.4863,0.4751,0.425,0.3661,0.334,0.3133,0.2828,0.2734,0.2791,0.2674,0.2389
Nana Mambere,CAF,Central African Republic,862,0.4163,0.418,0.422,0.4211,0.4198,0.4202,0.4141,0.3553,0.302,0.2819,0.266,0.249,0.2514,0.2642,0.2492,0.2322
Ombella-mpoko,CAF,Central African Republic,863,0.6612,0.6616,0.6825,0.7249,0.7783,0.82,0.8334,0.8153,0.7711,0.7128,0.6466,0.5694,0.4981,0.4551,0.4236,0.3915
Ouaka,CAF,Central African Republic,864,0.5784,0.5745,0.5803,0.5938,0.6095,0.6281,0.6352,0.6047,0.5574,0.522,0.4822,0.449,0.4349,0.4259,0.3919,0.3566
Ouham,CAF,Central African Republic,865,0.3747,0.3797,0.3842,0.3906,0.3865,0.3879,0.3811,0.3218,0.2757,0.2559,0.2492,0.2367,0.2498,0.2592,0.2512,0.228
Ouham-pende,CAF,Central African Republic,866,0.3177,0.325,0.3326,0.3361,0.3356,0.3367,0.3315,0.272,0.2224,0.2072,0.2042,0.2,0.2205,0.2373,0.2324,0.2136
Sangha Mbaere,CAF,Central African Republic,867,0.5048,0.5106,0.5119,0.5144,0.5167,0.5143,0.515,0.4812,0.4352,0.4127,0.3864,0.355,0.3455,0.3364,0.3106,0.2844
Vakaga,CAF,Central African Republic,868,0.2624,0.2584,0.2606,0.2651,0.2745,0.2891,0.3008,0.2311,0.1897,0.18,0.1805,0.1776,0.1956,0.2061,0.2164,0.1939
Biltine,TCD,Chad,870,0.0776,0.0808,0.0819,0.0787,0.0751,0.0756,0.074,0.0511,0.0474,0.0466,0.0456,0.0418,0.0409,0.0413,0.041,0.0422
Guera,TCD,Chad,873,0.1556,0.1556,0.1564,0.1576,0.1553,0.1579,0.1576,0.1197,0.1116,0.111,0.1088,0.1013,0.1025,0.1022,0.0984,0.098
Lac,TCD,Chad,875,0.2248,0.2307,0.2334,0.228,0.2134,0.2065,0.1954,0.1489,0.1297,0.1154,0.1074,0.0988,0.0951,0.0992,0.0969,0.0953
Logone Occidental,TCD,Chad,876,0.073,0.0788,0.0842,0.0891,0.0942,0.1105,0.1257,0.1054,0.1063,0.1103,0.1097,0.0966,0.0949,0.0872,0.0823,0.084
Salamat,TCD,Chad,881,0.2116,0.2184,0.2212,0.2226,0.2195,0.2192,0.2222,0.1875,0.1784,0.1758,0.1669,0.146,0.1306,0.118,0.1177,0.1102
Bouenza,COG,Congo,970,0.3385,0.3463,0.3475,0.3397,0.323,0.3075,0.2351,0.2056,0.1872,0.1782,0.1631,0.1434,0.1174,0.1028,0.0956,0.0958
Cuvette,COG,Congo,971,0.4026,0.4136,0.4231,0.4291,0.4252,0.4185,0.3808,0.3335,0.2834,0.2425,0.2078,0.1771,0.1361,0.1146,0.1021,0.0934
Cuvette Ovest,COG,Congo,972,0.4503,0.4522,0.4505,0.4417,0.4246,0.4085,0.3635,0.3131,0.2735,0.2475,0.2314,0.2206,0.1976,0.183,0.1658,0.16
Kouilou,COG,Congo,973,0.3111,0.3152,0.316,0.3124,0.3011,0.2913,0.2381,0.2028,0.1742,0.1592,0.1563,0.1572,0.1625,0.1695,0.1566,0.1518
Lekoumou,COG,Congo,974,0.4396,0.4377,0.4272,0.4105,0.3836,0.3623,0.3035,0.2649,0.2403,0.2273,0.2147,0.1964,0.1663,0.144,0.1277,0.1211
Likouala,COG,Congo,975,0.636,0.6362,0.6384,0.6457,0.6657,0.6755,0.6698,0.6459,0.5986,0.5351,0.4563,0.36,0.2227,0.15,0.1192,0.0921
Niari,COG,Congo,976,0.3927,0.3931,0.3952,0.3917,0.3854,0.3805,0.3317,0.2974,0.2678,0.2504,0.2359,0.2207,0.1941,0.1734,0.1547,0.1502
Plateaux,COG,Congo,977,0.3868,0.3846,0.3842,0.3826,0.3749,0.3678,0.3278,0.2847,0.2438,0.2104,0.1833,0.1562,0.1195,0.1025,0.0941,0.0872
Pool,COG,Congo,978,0.3659,0.3649,0.3619,0.3577,0.3449,0.3298,0.2657,0.2206,0.1861,0.1653,0.1545,0.1538,0.147,0.1312,0.1246,0.1217
Sangha,COG,Congo,979,0.545,0.5443,0.527,0.4843,0.4343,0.3808,0.3386,0.301,0.2792,0.2712,0.2718,0.2809,0.2607,0.2383,0.2019,0.1773
Bas Sassandra,CIV,Côte d'Ivoire,1040,0.657,0.6773,0.6726,0.6543,0.6227,0.5859,0.5623,0.549,0.5489,0.5514,0.5479,0.5137,0.4903,0.485,0.4394,0.4203
Denguele,CIV,Côte d'Ivoire,1041,0.6053,0.6109,0.6119,0.608,0.6029,0.5922,0.5836,0.5797,0.5768,0.575,0.5662,0.5377,0.5258,0.5095,0.4586,0.431
Savanes,CIV,Côte d'Ivoire,1048,0.6942,0.6906,0.674,0.6533,0.6195,0.5873,0.5687,0.5695,0.5696,0.5687,0.547,0.4869,0.4207,0.3863,0.3415,0.3197
Vallee Du Bandama,CIV,Côte d'Ivoire,1051,0.7838,0.7822,0.772,0.7523,0.7177,0.6807,0.6512,0.6482,0.6527,0.6549,0.6287,0.5674,0.4828,0.4357,0.3972,0.3728
Zanzan,CIV,Côte d'Ivoire,1053,0.6115,0.6122,0.6074,0.5919,0.5685,0.5383,0.518,0.515,0.5204,0.5263,0.5003,0.4329,0.3603,0.328,0.2921,0.2689
Arua,UGA,Uganda,1057,0.7415,0.7226,0.7041,0.6842,0.6578,0.6417,0.6233,0.5861,0.5631,0.5344,0.4455,0.3377,0.2415,0.1813,0.1823,0.1636
Bandundu,COD,Democratic Republic of the Congo,1066,0.6297,0.6306,0.6479,0.6821,0.7214,0.75,0.7426,0.7098,0.6322,0.5151,0.391,0.2772,0.1845,0.1648,0.1453,0.1227
Bas-Congo,COD,Democratic Republic of the Congo,1067,0.5718,0.5669,0.5705,0.5821,0.5841,0.5942,0.593,0.5858,0.568,0.5277,0.4748,0.4112,0.3298,0.2898,0.2515,0.2204
Equateur,COD,Democratic Republic of the Congo,1068,0.7401,0.7372,0.7443,0.7655,0.7964,0.8203,0.8282,0.8256,0.8077,0.7574,0.6718,0.5329,0.3418,0.2644,0.2331,0.2009
Kasai-Occidental,COD,Democratic Republic of the Congo,1069,0.637,0.6414,0.6547,0.6821,0.7167,0.747,0.7539,0.7522,0.7179,0.6579,0.5918,0.5059,0.4003,0.3546,0.3238,0.2898
Kasai-Oriental,COD,Democratic Republic of the Congo,1070,0.5219,0.5281,0.5413,0.5609,0.5842,0.6085,0.6154,0.6189,0.5906,0.5423,0.4873,0.4163,0.3225,0.2796,0.2514,0.2194
Katanga,COD,Democratic Republic of the Congo,1071,0.5358,0.5368,0.5406,0.5467,0.5435,0.5477,0.5489,0.5496,0.54,0.5181,0.4904,0.4458,0.3944,0.3681,0.3415,0.3022
Kinshasa,COD,Democratic Republic of the Congo,1072,0.3426,0.34,0.3457,0.3505,0.3364,0.3337,0.3255,0.3071,0.272,0.2382,0.2161,0.203,0.1944,0.1862,0.1684,0.1512
Maniema,COD,Democratic Republic of the Congo,1073,0.496,0.5019,0.5095,0.5226,0.5331,0.5512,0.5524,0.5474,0.5168,0.482,0.4598,0.4363,0.4121,0.4053,0.3707,0.3282
Nord-Kivu,COD,Democratic Republic of the Congo,1074,0.2816,0.2879,0.2931,0.2912,0.2717,0.2628,0.2537,0.2416,0.2154,0.1899,0.1686,0.1347,0.101,0.0885,0.0795,0.0685
