Latitude,Longitude,T2MMEAN,T2MMIN,T2MMAX
-35.5,34.375,292.4703369140625,291.5845642089844,293.30255126953125
-35.5,35.0,292.5924072265625,291.7017517089844,293.44317626953125
-35.5,35.625,292.8043212890625,291.88299560546875,293.81573486328125
-35.5,36.25,293.0816650390625,292.2296142578125,293.99542236328125
-35.5,36.875,293.4032897949219,292.69842529296875,294.14385986328125
-35.5,37.5,293.4869384765625,292.8663330078125,294.18896484375
-35.5,38.125,293.5624694824219,292.7261047363281,294.3048400878906
-35.5,38.75,293.5946960449219,292.8589172363281,294.3871765136719
-35.5,39.375,293.5227355957031,292.7573547363281,294.253662109375
-35.5,40.0,293.3733215332031,292.5113525390625,294.073974609375
-35.5,40.625,293.0386962890625,292.33123779296875,293.5428466796875
-35.5,41.25,292.9322509765625,292.32342529296875,293.4490966796875
-35.5,41.875,292.9068603515625,292.50311279296875,293.35198974609375
-35.5,42.5,292.9133605957031,292.58392333984375,293.2772216796875
-35.5,43.125,292.9953918457031,292.65423583984375,293.299072265625
-35.5,43.75,292.9319152832031,292.57611083984375,293.3084716796875
-35.5,44.375,292.9381103515625,292.5661926269531,293.277099609375
-35.5,45.0,293.0943603515625,292.7146301269531,293.511474609375
-35.5,45.625,292.8730163574219,292.5896301269531,293.1990966796875
-35.5,46.25,292.7649230957031,292.5036926269531,293.0662841796875
-35.5,46.875,292.7304382324219,292.427001953125,292.9490966796875
-35.5,47.5,292.8984069824219,292.68548583984375,293.198974609375
-35.5,48.125,292.5849304199219,292.3396301269531,292.9178466796875
-35.5,48.75,292.2473449707031,292.083251953125,292.47857666015625
-35.5,49.375,292.4524230957031,292.348876953125,292.589599609375
-35.5,50.0,292.5539855957031,292.3987731933594,292.769287109375
-35.5,50.625,292.4504699707031,292.18878173828125,292.74420166015625
-35.5,51.25,292.4023132324219,292.12811279296875,292.77545166015625
-35.5,51.875,292.4804382324219,292.25311279296875,292.86920166015625
-35.0,-17.5,291.8345947265625,290.46405029296875,292.9672546386719
-35.0,-16.875,292.0295715332031,290.56561279296875,292.89385986328125
-35.0,-16.25,292.2109069824219,290.7926025390625,292.9408264160156
-35.0,-15.625,292.4621887207031,290.95623779296875,292.8969421386719
-35.0,-15.0,292.6669616699219,291.69842529296875,292.92242431640625
-35.0,-14.375,292.7151184082031,292.57342529296875,292.8517150878906
-35.0,-13.75,292.7326965332031,292.6202392578125,292.8559265136719
-35.0,-13.125,292.5569152832031,292.4490051269531,292.81170654296875
-35.0,-12.5,292.4553527832031,292.317626953125,292.65130615234375
-35.0,-11.875,292.3896179199219,292.247314453125,292.65911865234375
-35.0,-11.25,292.1777038574219,292.03314208984375,292.47943115234375
-35.0,-10.625,291.9358215332031,291.72064208984375,292.36224365234375
-35.0,-10.0,291.7971496582031,291.5728454589844,292.18255615234375
-35.0,-9.375,291.6116027832031,291.308837890625,291.94036865234375
-35.0,-8.75,291.4885559082031,291.191650390625,291.87701416015625
-35.0,-8.125,291.5282897949219,291.254150390625,291.99505615234375
-35.0,-7.5,291.5992431640625,291.035400390625,292.05755615234375
-35.0,-6.875,291.4937744140625,290.754150390625,292.12005615234375
-35.0,-6.25,291.4374694824219,290.769775390625,292.04193115234375
-35.0,-5.625,291.3303527832031,290.79095458984375,291.77545166015625
-35.0,-5.0,291.4491882324219,291.2921142578125,291.72857666015625
-35.0,-4.375,291.4397277832031,291.07342529296875,291.79888916015625
-35.0,-3.75,291.2750244140625,290.86248779296875,291.60357666015625
-35.0,-3.125,291.1389465332031,290.817626953125,291.3481140136719
-35.0,-2.5,291.0093994140625,290.825439453125,291.1968994140625
-35.0,-1.875,290.8713684082031,290.60943603515625,291.15045166015625
-35.0,-1.25,290.7229309082031,290.246337890625,291.19732666015625
-35.0,-0.625,290.7408447265625,290.0935363769531,291.23638916015625
-35.0,-5.920304394294029e-13,290.7893371582031,290.2810363769531,291.19732666015625
-35.0,0.625,290.7082824707031,290.38861083984375,290.902099609375
-35.0,1.25,290.6106262207031,290.2693176269531,290.941162109375
-35.0,1.875,290.6011962890625,290.3161926269531,290.88323974609375
-35.0,2.5,290.6415710449219,290.33123779296875,290.93792724609375
-35.0,3.125,290.6623840332031,290.34173583984375,291.01605224609375
-35.0,3.75,290.4609069824219,290.1226806640625,290.78948974609375
-35.0,4.375,290.4348449707031,289.9456481933594,290.7281494140625
-35.0,5.0,290.2502746582031,289.76904296875,290.5718994140625
-35.0,5.625,289.7870788574219,289.4768981933594,289.9923400878906
-35.0,6.25,289.5292663574219,289.1722106933594,289.7189025878906
-35.0,6.875,289.5032043457031,289.1097106933594,289.7579650878906
-35.0,7.5,289.5439147949219,288.97216796875,290.0314025878906
-35.0,8.125,289.3525085449219,288.75341796875,289.69677734375
-35.0,8.75,289.4208679199219,288.75341796875,289.72198486328125
-35.0,9.375,289.4377746582031,288.81591796875,289.74591064453125
-35.0,10.0,289.2535400390625,288.49560546875,289.5860900878906
-35.0,10.625,289.1125793457031,288.25341796875,289.6422119140625
-35.0,11.25,289.0273132324219,288.12060546875,289.7281494140625
-35.0,11.875,289.0588684082031,288.17529296875,289.698974609375
-35.0,12.5,289.3905944824219,288.45654296875,290.07318115234375
-35.0,13.125,289.9674072265625,289.15185546875,290.90911865234375
-35.0,13.75,290.6923522949219,289.9464416503906,291.97943115234375
-35.0,14.375,290.9667663574219,290.3023681640625,292.26068115234375
-35.0,15.0,291.2333679199219,290.55810546875,292.28411865234375
-35.0,15.625,291.4885559082031,290.9386291503906,292.51068115234375
-35.0,16.25,292.0058288574219,291.47216796875,292.85443115234375
-35.0,16.875,292.2405090332031,291.7745666503906,292.98724365234375
-35.0,17.5,292.1636962890625,291.6695556640625,293.11224365234375
-35.0,18.125,292.1496887207031,291.5636291503906,293.13568115234375
-35.0,18.75,291.9511413574219,291.31829833984375,292.94818115234375
-35.0,19.375,291.7558288574219,290.98236083984375,292.74505615234375
-35.0,20.0,292.0439147949219,290.8987731933594,292.8319091796875
-35.0,20.625,292.2463684082031,291.6026916503906,293.04974365234375
-35.0,21.25,292.3990478515625,291.809814453125,293.14349365234375
-35.0,21.875,292.5354309082031,292.005126953125,293.21380615234375
-35.0,22.5,292.8671569824219,292.4534606933594,293.38201904296875
-35.0,23.125,293.2672119140625,292.817626953125,293.69647216796875
-35.0,23.75,293.5517272949219,293.05810546875,293.947509765625
-35.0,24.375,293.3616027832031,292.82373046875,293.7098083496094
-35.0,25.0,293.2515869140625,292.63623046875,293.666259765625
-35.0,25.625,293.4023132324219,292.76904296875,293.66448974609375
-35.0,26.25,293.6539306640625,293.15966796875,293.8931884765625
-35.0,26.875,293.4621887207031,293.13409423828125,293.72442626953125
-35.0,27.5,293.1676025390625,292.70623779296875,293.5970764160156
-35.0,28.125,292.9836730957031,292.37030029296875,293.3735046386719
-35.0,28.75,292.9407043457031,292.46221923828125,293.3031921386719
-35.0,29.375,293.0940246582031,292.7222900390625,293.51617431640625
-35.0,30.0,293.2063293457031,292.8472900390625,293.57867431640625
-35.0,30.625,293.5240478515625,292.9682922363281,294.08380126953125
-35.0,31.25,293.6552429199219,293.0660400390625,294.20880126953125
-35.0,31.875,293.4429931640625,292.8785400390625,294.06817626953125
-35.0,32.5,292.9302978515625,292.2923889160156,293.6822509765625
-35.0,33.125,292.7577819824219,291.77532958984375,293.77911376953125
-35.0,33.75,292.4875793457031,291.48626708984375,293.43292236328125
-35.0,34.375,292.5158996582031,291.0376892089844,293.32354736328125
-35.0,35.0,292.6246337890625,291.07171630859375,293.59942626953125
-35.0,35.625,292.7017822265625,291.03265380859375,293.76885986328125
-35.0,36.25,292.9687194824219,291.4561767578125,293.88604736328125
-35.0,36.875,293.1994934082031,291.7686767578125,294.07354736328125
-35.0,37.5,293.4791259765625,292.06268310546875,294.40948486328125
-35.0,38.125,293.6542663574219,292.3741455078125,294.68115234375
-35.0,38.75,293.5539855957031,292.2960205078125,294.4719543457031
-35.0,39.375,293.2616882324219,291.9292297363281,294.1125793457031
-35.0,40.0,293.2704772949219,292.0816650390625,293.8403015136719
-35.0,40.625,293.2499694824219,292.26690673828125,293.6996765136719
-35.0,41.25,293.1640319824219,292.46405029296875,293.5506591796875
-35.0,41.875,293.2079772949219,292.82342529296875,293.5350341796875
-35.0,42.5,293.1734619140625,292.95623779296875,293.40045166015625
-35.0,43.125,293.2414855957031,292.72003173828125,293.652099609375
-35.0,43.75,293.3502197265625,292.78436279296875,293.816162109375
-35.0,44.375,293.2834777832031,293.0661926269531,293.652099609375
-35.0,45.0,293.2805480957031,293.02349853515625,293.652099609375
-35.0,45.625,293.2688293457031,292.95751953125,293.589599609375
-35.0,46.25,293.3277587890625,293.0115051269531,293.691162109375
-35.0,46.875,293.3482666015625,293.1443176269531,293.6053466796875
-35.0,47.5,293.2844543457031,293.0583801269531,293.5428466796875
-35.0,48.125,292.8355712890625,292.630126953125,293.0662841796875
-35.0,48.75,292.6611022949219,292.473876953125,292.8631591796875
-35.0,49.375,292.7229309082031,292.54486083984375,292.9569091796875
-35.0,50.0,292.6278991699219,292.4568176269531,292.91607666015625
-35.0,50.625,292.5823059082031,292.395751953125,292.91607666015625
-35.0,51.25,292.6705322265625,292.512939453125,292.96295166015625
-35.0,51.875,292.7470397949219,292.54815673828125,293.04888916015625
-34.5,-17.5,292.1236572265625,290.68280029296875,293.16192626953125
-34.5,-16.875,292.4081726074219,290.91717529296875,293.0891418457031
-34.5,-16.25,292.6594543457031,291.15753173828125,293.1031494140625
-34.5,-15.625,292.8420715332031,291.76873779296875,293.1156921386719
-34.5,-15.0,292.9856262207031,292.74530029296875,293.1485900878906
-34.5,-14.375,293.0373840332031,292.92974853515625,293.1564025878906
-34.5,-13.75,293.0637512207031,292.93756103515625,293.29193115234375
-34.5,-13.125,292.9719543457031,292.83251953125,293.17889404296875
-34.5,-12.5,292.8323059082031,292.6755676269531,293.02264404296875
-34.5,-11.875,292.6799621582031,292.504150390625,292.97576904296875
-34.5,-11.25,292.4644775390625,292.2212829589844,292.83880615234375
-34.5,-10.625,292.2587585449219,291.9009704589844,292.77630615234375
-34.5,-10.0,292.1477355957031,291.808837890625,292.59295654296875
-34.5,-9.375,291.9468994140625,291.582275390625,292.41693115234375
-34.5,-8.75,291.7467041015625,291.43109130859375,292.33099365234375
-34.5,-8.125,291.7831726074219,291.465087890625,292.43255615234375
-34.5,-7.5,291.7873840332031,291.38720703125,292.27630615234375
-34.5,-6.875,291.4797668457031,290.419189453125,292.33880615234375
-34.5,-6.25,291.4898681640625,290.622314453125,292.17474365234375
-34.5,-5.625,291.5276184082031,291.01220703125,291.97076416015625
-34.5,-5.0,291.7030944824219,291.14373779296875,292.02545166015625
-34.5,-4.375,291.5810241699219,290.99530029296875,291.93170166015625
-34.5,-3.75,291.3573913574219,290.80780029296875,291.63482666015625
-34.5,-3.125,291.1549072265625,290.8941650390625,291.3235168457031
-34.5,-2.5,290.9674072265625,290.73577880859375,291.2970275878906
-34.5,-1.875,290.9237976074219,290.613525390625,291.26068115234375
-34.5,-1.25,290.9892272949219,290.543212890625,291.32318115234375
-34.5,-0.625,291.1874694824219,290.7497863769531,291.46380615234375
-34.5,-5.920304394294029e-13,291.3551025390625,291.0154113769531,291.59576416015625
-34.5,0.625,291.0461730957031,290.7837829589844,291.26605224609375
-34.5,1.25,290.7763366699219,290.40283203125,291.18011474609375
-34.5,1.875,290.7033996582031,290.45111083984375,291.0740966796875
-34.5,2.5,290.6994934082031,290.35943603515625,291.10198974609375
-34.5,3.125,290.7795715332031,290.4508056640625,291.10980224609375
-34.5,3.75,290.5172119140625,290.1617431640625,290.81292724609375
-34.5,4.375,290.3258056640625,289.8675231933594,290.627197265625
-34.5,5.0,290.2857666015625,289.7659606933594,290.5613708496094
-34.5,5.625,289.9215087890625,289.5784606933594,290.097412109375
-34.5,6.25,289.5875244140625,289.2034606933594,289.78497314453125
-34.5,6.875,289.6080322265625,289.1409606933594,289.89105224609375
-34.5,7.5,289.6249694824219,289.01123046875,290.0590515136719
-34.5,8.125,289.3537902832031,288.80810546875,289.6215515136719
-34.5,8.75,289.3710632324219,288.7980041503906,289.61309814453125
-34.5,9.375,289.4120788574219,288.80810546875,289.74591064453125
-34.5,10.0,289.2991027832031,288.51123046875,289.6600341796875
-34.5,10.625,289.1464538574219,288.31591796875,289.7147216796875
-34.5,11.25,289.1496887207031,288.37060546875,289.8084716796875
-34.5,11.875,289.4570007324219,288.7667541503906,290.10198974609375
-34.5,12.5,289.7717590332031,289.0401916503906,290.50286865234375
-34.5,13.125,290.2538757324219,289.6261291503906,291.26068115234375
-34.5,13.75,290.8863525390625,290.3023681640625,291.93255615234375
-34.5,14.375,291.2291259765625,290.7242431640625,292.24505615234375
-34.5,15.0,291.5487976074219,291.0323791503906,292.40911865234375
-34.5,15.625,291.9755554199219,291.50341796875,292.71380615234375
-34.5,16.25,292.3557434082031,291.8839416503906,292.96380615234375
-34.5,16.875,292.3730163574219,291.8995666503906,293.01849365234375
-34.5,17.5,292.2278137207031,291.7433166503906,293.01849365234375
-34.5,18.125,291.9879150390625,291.44537353515625,292.67474365234375
-34.5,18.75,291.5725402832031,290.1773681640625,293.0797119140625
-34.5,19.375,291.4748840332031,288.8570556640625,294.1564025878906
-34.5,20.0,291.6194152832031,289.1539306640625,294.0392150878906
-34.5,20.625,292.4322509765625,291.0289306640625,293.8715515136719
-34.5,21.25,292.5940246582031,291.3675231933594,293.566162109375
-34.5,21.875,292.6822509765625,291.63623046875,293.4859619140625
-34.5,22.5,292.7782897949219,292.50341796875,293.09417724609375
-34.5,23.125,292.9992980957031,292.72216796875,293.29730224609375
-34.5,23.75,293.0471496582031,292.62060546875,293.269287109375
-34.5,24.375,293.0214538574219,292.60498046875,293.1954650878906
-34.5,25.0,293.1249694824219,292.85498046875,293.3783264160156
-34.5,25.625,293.5741882324219,293.18157958984375,293.9635009765625
-34.5,26.25,293.9514465332031,293.6714172363281,294.3783264160156
-34.5,26.875,293.8697509765625,293.5064392089844,294.3385009765625
-34.5,27.5,293.6184387207031,293.17327880859375,294.1595764160156
-34.5,28.125,293.4273681640625,292.8736267089844,294.1119384765625
-34.5,28.75,293.2297668457031,292.4986267089844,294.15771484375
-34.5,29.375,293.1952819824219,292.6939392089844,293.7916259765625
-34.5,30.0,293.1477355957031,292.7955017089844,293.6595764160156
-34.5,30.625,293.4374694824219,293.207275390625,293.9594421386719
-34.5,31.25,293.5956726074219,293.1482238769531,294.1781921386719
-34.5,31.875,293.4114074707031,292.605712890625,294.15679931640625
-34.5,32.5,293.0152587890625,292.090087890625,293.91192626953125
-34.5,33.125,292.8427429199219,291.6872863769531,293.94073486328125
-34.5,33.75,292.5478210449219,291.3462829589844,293.70635986328125
-34.5,34.375,292.6731262207031,291.39251708984375,293.87042236328125
-34.5,35.0,292.6949462890625,291.1861267089844,293.75323486328125
-34.5,35.625,292.6539306640625,290.9205017089844,293.83917236328125
